study_id,site_id,core_id,total_AGB,total_BGB,total_biomass,AG_carbon,BG_carbon
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_16,809.0412698412699,2601.0434597471726,3410.0847295884423,283.1644444444444,910.3652109115103
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_17,762.1079365079365,2450.1541982701265,3212.2621347780632,266.73777777777775,857.5539693945442
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_18,599.7714285714286,1928.2471856287425,2528.018614200171,209.92,674.8865149700598
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_19,475.4285714285714,1528.4886227544907,2003.917194183062,166.39999999999998,534.9710179640717
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_20,791.9746031746031,2546.1746373918827,3338.149240566486,277.19111111111107,891.1611230871589
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_21,885.6380952380954,2847.2999600798407,3732.9380553179362,309.97333333333336,996.5549860279442
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_22,1230.425396825397,3955.780811709914,5186.206208535311,430.6488888888889,1384.5232840984697
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_23,634.3111111111111,2039.2912308715902,2673.6023419827015,222.0088888888889,713.7519308050565
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_24,584.5333333333333,1879.2571656686625,2463.790499001996,204.58666666666664,657.7400079840319
Spivak_et_al_2009,Goodwin_islands,Spivak_et_al_2009_1,56.03333333333333,28.016666666666666,84.05,19.611666666666665,9.805833333333332
NA,Robbins_Passage,NA,0,0,0,NA,NA
NA,Robbins_Passage,NA,0,0,0,NA,NA
Yarbro_and_carlson_2008,Florida_Bay,Yarbro_and_carlson_2008_1,33.42857142857143,222.85714285714286,256.2857142857143,11.7,78
NA,Florida_Bay,NA,20.57142857142857,137.14285714285714,157.71428571428572,7.199999999999998,48
NA,Florida_Bay,NA,12.857142857142858,85.71428571428572,98.57142857142858,4.5,30
NA,Florida_Bay,NA,129,860,989,45.15,301
NA,Florida_Bay,NA,23.142857142857146,154.2857142857143,177.42857142857144,8.100000000000001,54
NA,Santa_Rosa_Sound,NA,0,0,0,NA,NA
NA,Santa_Rosa_Sound,NA,0,0,0,NA,NA
NA,Santa_Rosa_Sound,NA,0,0,0,NA,NA
NA,Santa_Rosa_Sound,NA,0,0,0,NA,NA
NA,Santa_Rosa_Sound,NA,0,0,0,NA,NA
NA,Santa_Rosa_Sound,NA,0,0,0,NA,NA
NA,Little_Sabine_Bay,NA,0,0,0,NA,NA
NA,Choctwhatchee_Bay,NA,0,0,0,NA,NA
NA,Bonito_Bay,NA,0,0,0,NA,NA
NA,St_Joseph_Bay,NA,0,0,0,NA,NA
NA,St_Joseph_Bay,NA,0,0,0,NA,NA
NA,Ohio_Key,NA,0,0,0,NA,NA
NA,Little_Duck_Key,NA,0,0,0,NA,NA
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_1,0,0,0,NA,NA
NA,Lake_Illawara,NA,66.55593999999999,40.324400000000004,106.88033999999999,22.828687419999994,29.9264952
NA,Lake_Illawara,NA,0,0,0,NA,NA
NA,Lake_Illawara,NA,0,0,0,NA,NA
NA,Noumea_New_Caledonia,NA,0,0,0,NA,NA
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_1,32.00000000000001,25.63878787878788,57.63878787878789,11.200000000000001,14.8
NA,Yaquina_Bay_Oregon,NA,0,0,0,NA,NA
NA,Yaquina_Bay_Oregon,NA,0,0,0,NA,NA
NA,Yaquina_Bay_Oregon,NA,28.11428571428572,22.525506493506494,50.63979220779221,9.840000000000002,7.883927272727273
NA,Yaquina_Bay_Oregon,NA,75.31428571428573,37.657142857142865,112.97142857142859,26.360000000000003,13.180000000000001
NA,Lake_Macquarie,NA,0,0,0,NA,NA
NA,Fanals_point,NA,0,0,0,NA,NA
NA,Fanals_point,NA,0,0,0,NA,NA
NA,Fanals_point,NA,0,0,0,NA,NA
Rigollet_et_al_2004,Eastern_Grand_Bahama,Rigollet_et_al_2004_1,0,0,0,NA,NA
Miyajima_et_al_1998,Green_Island_Great_Barrier_Reef,Miyajima_et_al_1998_1,0,0,0,NA,NA
NA,Laguna_Madre,NA,0,0,0,NA,NA
NA,Laguna_Madre,NA,0,0,0,NA,NA
NA,Laguna_Madre,NA,0,0,0,NA,NA
NA,Laguna_Madre,NA,0,0,0,NA,NA
NA,Laguna_Madre,NA,0,0,0,NA,NA
NA,Laguna_Madre,NA,0,0,0,NA,NA
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_35,476.6244911761608,915.5509059118028,1392.1753970879636,166.81857191165628,320.44281706913097
NA,Shark_Bay,NA,0,0,0,NA,NA
NA,Shark_Bay,NA,213.27923568778775,386.8346198898014,600.1138555775891,74.6477324907257,135.39211696143047
NA,Shark_Bay,NA,171.0735517283613,100.92233089832416,271.99588262668544,59.87574310492646,35.32281581441345
NA,Shark_Bay,NA,358.9598411848234,544.8166547130867,903.7764958979101,125.63594441468818,190.68582914958031
