"study_id","site_id","salinity_class","salinity_method","vegetation_class","vegetation_method","COE_REGION","CLASS_FIELD_FWSST","CLASS_FIELD_HGM","HUC10_NAME","MAJ_RIVER_BASIN","SANDT_COAST_REG","STATE_NAME"
"Nahlik_and_Fennessy_2016","NWCA11-2190","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Great Egg Harbor Bay-Barrier Islands","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2188","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Stow Creek-Delaware Bay","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2186","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Great Egg Harbor Bay-Barrier Islands","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-R106","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Mispillion River-Delaware Bay","Mid Atlantic","North East Coast Region","Delaware"
"Nahlik_and_Fennessy_2016","NWCA11-R102","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","DPRSS","Marshyhope Creek","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-R107","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Zekiah Swamp Run","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-2411","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Beaufort River-Atlantic Intracoastal Waterway","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-R094","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Upper Pawcatuck River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-R099","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","FLATS","Pine River","New England","North East Coast Region","New Hampshire"
"Nahlik_and_Fennessy_2016","NWCA11-R083","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Lower Satilla River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-2408","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bulls Bay","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2223","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","SLOPE","Stow Creek-Delaware Bay","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2431","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bulls Bay","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2433","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","DPRSS","Jeffries Creek","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2436","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bulls Bay","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2445","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","DPRSS","Indian Field Swamp","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2447","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Bulls Bay","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-1106","palustrine","field observation","emergent","field observation","Arid West","PEM","FRINGE","Upper San Diego River","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-2452","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bulls Bay","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-1649","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Grand Bayou-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-R301","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Blue Hill-Mount Desert Frontal Drainages","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-R302","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","SLOPE","Blue Hill-Mount Desert Frontal Drainages","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-R082","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","FRINGE","Lower Satilla River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1380","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","SLOPE","Dasher Creek-Savannah River","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-2061","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lake Mattamuskeet-Rose Bay","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2059","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Goshen Swamp","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2052","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Cape Lookout Shoals-Core Banks","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-1965","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1958","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Pass Marianne-Mississippi Sound","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1957","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-R075","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Barnett Creek-Rocky Creek Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-R058","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Masonboro Inlet-Mason Inlet","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2423","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","DPRSS","Stono River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-1235","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","DPRSS","Cypress Creek","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1109","estuarine","field observation","emergent","field observation","Arid West","E2EM","TIDAL","San Pablo Bay","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1114","palustrine","field observation","emergent","field observation","Arid West","PEM","DPRSS","Suisun Bay","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1118","estuarine","field observation","emergent","field observation","Arid West","E2EM","TIDAL","Suisun Bay","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1123","estuarine","field observation","emergent","field observation","Arid West","E2EM","TIDAL","San Pablo Bay","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1127","estuarine","field observation","emergent","field observation","Arid West","E2EM","TIDAL","San Pablo Bay","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1129","palustrine","field observation","scrub shrub","field observation","Arid West","PSS","RIVERINE","Lower Santa Clara River","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1131","palustrine","field observation","scrub shrub","field observation","Western Mountains, Valleys, and Coast","PSS","FLATS","Albion River-Frontal Pacific Ocean","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1133","estuarine","field observation","emergent","field observation","Arid West","E2EM","TIDAL","San Pablo Bay","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1136","palustrine","field observation","emergent","field observation","Arid West","PEM","DPRSS","Suisun Bay","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1140","estuarine","field observation","emergent","field observation","Arid West","E2EM","TIDAL","Suisun Bay","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1144","palustrine","field observation","emergent","field observation","Arid West","PEM","DPRSS","Marsh Creek","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1147","palustrine","field observation","emergent","field observation","Arid West","PEM","DPRSS","Suisun Bay","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1150","palustrine","field observation","forested","field observation","Western Mountains, Valleys, and Coast","PFO","DPRSS","Humboldt Bay-Frontal Pacific Ocean","California","Pacific Coast Region","California"
"Nahlik_and_Fennessy_2016","NWCA11-1205","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Delaware Bay-Deep","Mid Atlantic","North East Coast Region","Delaware"
"Nahlik_and_Fennessy_2016","NWCA11-1207","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Rehoboth Bay","Mid Atlantic","North East Coast Region","Delaware"
"Nahlik_and_Fennessy_2016","NWCA11-1209","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Delaware Bay-Deep","Mid Atlantic","North East Coast Region","Delaware"
"Nahlik_and_Fennessy_2016","NWCA11-1223","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Indian River Bay","Mid Atlantic","North East Coast Region","Delaware"
"Nahlik_and_Fennessy_2016","NWCA11-1238","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Halfway Lake-St. Johns River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1239","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Rooker Bay","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1247","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","East River-Apalachicola River Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1248","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Tolomato River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1249","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Upper Florida Keys","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1256","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Goose Creek-Dickerson Bay Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1258","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","SLOPE","Dobes Hole Lake-Withlacoochee River","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1263","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Rocky Creek-Bumblebee Creek Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1271","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Okaloacoochee Slough","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1275","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","SLOPE","South Fork of the St. Lucie River-Indian River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1777","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-2025","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Neuse River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-1381","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Crooked River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1384","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","South Newport River","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1385","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Ossabaw Sound-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1388","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1389","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1392","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1393","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Crooked River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1395","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1396","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Ossabaw Sound-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1397","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Crooked River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1400","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1401","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1404","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1408","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1409","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower St. Marys River","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1411","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","North Newport River","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1412","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1667","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","DPRSS","Gueydan Canal-Frontal Intercoastal Waterway","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1670","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Intracoastal Waterway-Frontal Calcasieu Lake","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1675","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Terre Aux Boeufs-Frontal Breton Sound","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1678","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Intracoastal Waterway-Frontal Calcasieu Lake","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1680","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Weeks Bayou-Frontal Vermilion Bay","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1681","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Lower Atchafalaya River","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1691","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Black Lake Bayou-Starks North Canal","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1694","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Bayou Pointe Au Chien-Frontal Timbalier Bay","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1701","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Sabine Canal-Bayou Choupique","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1703","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","TIDAL","Bayou Des Allemands-Lake Salvador","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1773","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1778","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Upper Chincoteague Bay","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1788","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Marumsco Creek-Pocomoke Sound","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1789","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1798","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Upper Tangier Sound","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1801","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1810","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1816","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Upper Chincoteague Bay","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1817","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Honga River-Chesapeake Bay","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1819","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Honga River-Chesapeake Bay","Mid Atlantic","North East Coast Region","Maryland"
"Nahlik_and_Fennessy_2016","NWCA11-1832","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","RIVERINE","Sheepscot River","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-1835","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Outlet Saco River","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-1966","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","DPRSS","Pass Marianne-Mississippi Sound","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1969","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Biloxi Bay-Mississippi Sound","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1970","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1973","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Ship Island Pass-Mississippi Sound","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1977","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1391","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Pudding Creek-Satilla River","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1978","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Back Bay of Biloxi-Biloxi Bay","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1990","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Mikes River-Pearl River","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1993","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-2031","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Limestone Creek-Northeast Cape Fear River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2033","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lake Mattamuskeet-Rose Bay","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2036","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","RIVERINE","Alligator River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2038","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Oyster Creek-Jarrett Bay","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2040","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Pamlico River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2042","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FRINGE","Headwaters Pungo River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2043","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Lockwoods Folly River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2047","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Harrisons Creek-Northeast Cape Fear River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2048","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Pamlico Sound-Hatteras Inlet","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2051","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Middle Trent River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2070","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Currituck Sound","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2073","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Headwaters Pungo River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2074","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Croatan Sound","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2075","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","RIVERINE","Limestone Creek-Northeast Cape Fear River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2076","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Pamlico Sound-Hatteras Inlet","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2077","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lake Mattamuskeet-Rose Bay","South Atlantic Gulf","South East Coast Region","North Carolina"
