Site,Latitude,Longitude,Rep,depth,loi,Cinorg,Corg,dbd
Vila Velha,-20.325117,-40.271533,1,-50,6.4249209,5.543831455,1.470674885,1.087977778
Vila Velha,-20.325117,-40.271533,1,-60,7.9371368,5.064336333,2.03181645,1.025655556
Vila Velha,-20.325117,-40.271533,1,-70,6.1946903,4.598177893,1.543699281,1.062266667
Vila Velha,-20.325117,-40.271533,1,-80,6.534599,4.752952332,1.830473666,1.086944444
Vila Velha,-20.325117,-40.271533,1,-90,5.0876101,4.522338555,0.849790408,1.102688889
Vila Velha,-20.325117,-40.271533,2,0,6.2664516,6.907294424,1.383780329,1.036467407
Vila Velha,-20.325117,-40.271533,2,-10,9.7917114,5.799651659,2.432362997,1.04328963
Vila Velha,-20.325117,-40.271533,2,-20,7.7430358,5.637889565,2.43668872,1.050111852
Vila Velha,-20.325117,-40.271533,2,-30,8.6274994,6.403329415,2.616632895,0.644967407
Vila Velha,-20.325117,-40.271533,2,-40,7.6139258,6.296978853,2.234777548,0.761400741
Vila Velha,-20.325117,-40.271533,2,-50,6.3159528,6.581384813,1.773273314,0.81018963
Vila Velha,-20.325117,-40.271533,2,-60,7.1399092,5.412884207,2.066809206,0.79258963
Vila Velha,-20.325117,-40.271533,2,-70,6.3151959,4.967640541,2.077852108,1.001356296
Vila Velha,-20.325117,-40.271533,2,-80,5.7103185,5.365357642,1.184821839,0.99278963
Vila Velha,-20.325117,-40.271533,2,-90,5.5548847,4.810761584,0.953937399,0.977645185
