study_id,core_id,core_latitude,core_longitude,position_code,core_elevation,salinity_code,vegetation_code,inundation_class,core_length_flag
Boyd_2012,MH_1,39.172129,-75.415222,a1,0.437,Sal,EM,NA,core depth limited by length of corer
Boyd_2012,MH_2,39.162247,-75.420234,a1,0.491,Sal,EM,NA,core depth limited by length of corer
Boyd_2012,MH_3,39.162596,-75.427651,a1,0.703,Sal,EM,NA,core depth limited by length of corer
Boyd_2012,NCRE_1,39.639179,-75.604275,a1,0.877,Bra,EM,NA,core depth limited by length of corer
Boyd_2012,NCRE_2,39.638171,-75.601251,a1,0.898,Bra,EM,NA,core depth limited by length of corer
Boyd_2012,NCRE_3,39.638604,-75.599228,a1,0.946,Bra,EM,NA,core depth limited by length of corer
Boyd_2012,TH_1,39.074915,-75.416785,a1,NA,Sal,EM,NA,core depth limited by length of corer
Boyd_2012,TH_2,39.075758,-75.407264,a1,NA,Sal,EM,NA,core depth limited by length of corer
Boyd_2012,TH_3,39.082936,-75.407043,a1,NA,Sal,EM,NA,core depth limited by length of corer
Boyd_2012,TH_4,39.085238,-75.403832,a1,NA,Sal,EM,NA,core depth limited by length of corer
Boyd_2012,TH_5,39.090229,-75.403721,a1,NA,Sal,EM,NA,core depth limited by length of corer
Boyd_2012,TH_6,39.096435,-75.401939,a1,NA,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_01,38.879926,-75.280343,a1,0.374,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_02,38.904362,-75.296947,a1,0.437,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_03,38.874741,-75.270113,a1,0.38,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_04,38.856592,-75.256524,a1,0.583,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_05,38.828706,-75.226192,a1,0.268,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_06,38.833549,-75.259967,a1,0.337,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_07,38.890996,-75.296416,a1,0.424,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_08,38.872083,-75.26415,a1,0.334,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_09,38.847229,-75.25312,a1,0.252,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_10,38.81105,-75.205328,a1,NA,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_11,38.811936,-75.209589,a1,NA,Sal,EM,NA,core depth limited by length of corer
Boyd_and_Sommerfield_2016,PM_12,38.806644,-75.202097,a1,NA,Sal,EM,NA,core depth limited by length of corer
Breithaupt_et_al_2014,SH3_1,25.364094,-81.078481,a1,NA,Sal,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2014,SH3_3,25.363925,-81.078494,a1,NA,Sal,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2014,SH3_5,25.363956,-81.076614,a1,NA,Sal,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2014,SH3_7,25.363061,-81.077972,a1,NA,Sal,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2014,SH3_8,25.362861,-81.077778,a1,NA,Sal,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2014,SH3_9,25.362858,-81.077769,a1,NA,Sal,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2017,TTI1,25.90711667,-81.50913333,a1,NA,Sal,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2017,TTI2,25.88415,-81.5195,a1,NA,Sal,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2017,TTI3,25.87431667,-81.51943333,a1,NA,Sal,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2017,TTI4,25.8666,-81.5205,a1,NA,Bra,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2017,TTI5,25.85378333,-81.52561667,a1,NA,Bra,FO,NA,core depth limited by length of corer
Breithaupt_et_al_2017,WSC11,25.500014,-81.082689,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC12,25.487167,-81.108817,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC13_2,25.475686,-81.144869,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC07,25.416892,-81.012381,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC08A,25.42345,-81.060336,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC08B,25.42345,-81.060336,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC09,25.431494,-81.100006,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC10_1,25.417389,-81.1321,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC01,25.442069,-80.905892,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC02A,25.410175,-80.963883,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC02B,25.410175,-80.963883,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC03,25.392025,-80.997472,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC04_1,25.371689,-81.041956,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC05,25.364094,-81.078481,a1,NA,Sal,FO,NA,core depth represents deposit depth
Breithaupt_et_al_2017,WSC06_2,25.354158,-81.096778,a1,NA,Sal,FO,NA,core depth represents deposit depth
Callaway_et_al_2012,Browns_Island_A_High,38.036383,-121.858572,a1,1.74354,Bra,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Browns_Island_A_Low,38.038669,-121.859364,a1,1.35137,Bra,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Browns_Island_A_Mid,38.037589,-121.859037,a1,1.45867,Bra,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Browns_Island_B_High,38.036008,-121.867879,a1,1.81605,Bra,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Browns_Island_B_Low,38.038047,-121.868452,a1,1.69537,Bra,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Browns_Island_B_Mid,38.037087,-121.868109,a1,1.80964,Bra,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,China_Camp_A_High,38.008607,-122.48717,a1,1.82156,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,China_Camp_A_Low,38.010989,-122.485167,a1,1.64961,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,China_Camp_A_Mid,38.009774,-122.485707,a1,1.87336,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,China_Camp_B_High,38.012053,-122.500265,a1,1.8652,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,China_Camp_B_Low,38.015378,-122.498522,a1,1.80399,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,China_Camp_B_Mid,38.013872,-122.499442,a1,1.82896,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,COG_A_high,37.640982,-122.148279,a1,1.97932,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,COG_A_low,37.638647,-122.149693,a1,2.03322,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,COG_A_mid,37.639781,-122.148788,a1,1.96031,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,COG_B_high,37.635616,-122.150167,a1,1.9172,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,COG_B_low,37.632828,-122.151611,a1,2.04634,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,COG_B_mid,37.63431,-122.15068,a1,1.96369,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_A_High,38.193959,-122.323214,a1,1.97683,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_A_Low,38.196112,-122.321028,a1,1.91731,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_A_Mid,38.194802,-122.322285,a1,1.9415,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_B_High,38.192405,-122.323331,a1,1.94319,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_B_Mid,38.18979,-122.322913,a1,2.07285,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_C_High,38.19595,-122.32569,a1,1.97421,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_C_Low,38.1986,-122.323662,a1,1.95146,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_C_Mid,38.197805,-122.325346,a1,1.97935,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_D_High,38.189456,-122.320668,a1,2.03731,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_D_Low,38.186543,-122.319232,a1,1.91729,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Coon_Island_D_Mid,38.187623,-122.319822,a1,1.91114,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Muzzi_A_high,37.928145,-122.508436,a1,1.85719,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Muzzi_A_low,37.929569,-122.503666,a1,1.66401,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Muzzi_A_mid,37.928829,-122.505893,a1,1.67901,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Muzzi_B_high,37.926451,-122.509081,a1,1.84023,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Muzzi_B_low,37.927304,-122.503612,a1,1.5723,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Muzzi_B_mid,37.926955,-122.50623,a1,1.73542,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,38.17819,-122.553551,a1,1.86839,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,38.179712,-122.543043,a1,1.95513,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,38.178553,-122.549684,a1,1.815,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,38.16315,-122.554428,a1,NA,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,38.158771,-122.553676,a1,1.92452,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,38.16128,-122.554058,a1,NA,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch_A_High,38.191488,-122.013634,a1,2.00406,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch_A_Low,38.18954,-122.011907,a1,1.99336,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch_A_Mid,38.190525,-122.012788,a1,1.96279,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch_B_High,38.202337,-122.036942,a1,1.93257,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch_B_Low,38.202419,-122.039424,a1,1.98368,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Rush_Ranch_B_Mid,38.202247,-122.038437,a1,1.97047,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Whales_Tail_A_High,37.600374,-122.142273,a1,2.01727,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Whales_Tail_A_Low,37.600394,-122.143951,a1,2.11721,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Whales_Tail_A_Mid,37.600351,-122.14556,a1,2.18632,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Whales_Tail_B_High,37.587746,-122.141849,a1,1.99464,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Whales_Tail_B_Low,37.589494,-122.145483,a1,2.09849,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Whales_Tail_B_Mid,37.588646,-122.143571,a1,2.0321,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Mowry_A_high,37.502146,-122.100111,a1,2.10304,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Mowry_A_low,37.499815,-122.097958,a1,2.16342,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Mowry_A_mid,37.500819,-122.098952,a1,2.11767,Sal,EM,Mid,core depth limited by length of corer
Callaway_et_al_2012,Mowry_B_high,37.506825,-122.093166,a1,2.03334,Sal,EM,High,core depth limited by length of corer
Callaway_et_al_2012,Mowry_B_low,37.502883,-122.088897,a1,2.1698,Sal,EM,Low,core depth limited by length of corer
Callaway_et_al_2012,Mowry_B_mid,37.504326,-122.09128,a1,2.0646,Sal,EM,Mid,core depth limited by length of corer
Cochran_et_al_1998,Alley_Pond,40.761667,-73.751111,b,NA,Sal,EM,High,core depth limited by length of corer
Cochran_et_al_1998,Caumsett_Park,40.939167,-73.483889,b,NA,Sal,EM,High,core depth limited by length of corer
Cochran_et_al_1998,Flax_Pond,40.963056,-73.144167,b,NA,Sal,EM,High,core depth limited by length of corer
Cochran_et_al_1998,Goose_Creek,40.873889,-73.818333,b,NA,Sal,EM,High,core depth limited by length of corer
Cochran_et_al_1998,Hunter_Island,40.878056,-73.788056,b,NA,Sal,EM,High,core depth limited by length of corer
Cochran_et_al_1998,Shelter_Island,41.048333,-72.290556,b,NA,Sal,EM,High,core depth limited by length of corer
Noe_et_al_2013,S1AL,32.23879,-81.15609,a1,NA,Fre,FO,Hummock,core depth limited by length of corer
Noe_et_al_2013,S1AU,32.23818,-81.15608,a1,NA,Fre,FO,Hummock,core depth limited by length of corer
Noe_et_al_2013,S1BL,32.23818,-81.15608,a1,NA,Fre,FO,Hollow,core depth limited by length of corer
Noe_et_al_2013,S1BU,32.23916,-81.15631,a1,NA,Fre,FO,Hummock,core depth limited by length of corer
Noe_et_al_2013,S1CL,32.23916,-81.15631,a1,NA,Fre,FO,Hollow,core depth limited by length of corer
Noe_et_al_2013,S1CU,32.23879,-81.15609,a1,NA,Fre,FO,Hollow,core depth limited by length of corer
Noe_et_al_2013,S2A,32.17553,-81.14383,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,S2B,32.17576,-81.14416,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,S2C,32.17612,-81.14437,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,S3A,32.16736,-81.13668,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,S3B,32.16722,-81.13676,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,S3C,32.16703,-81.13664,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,S4A,32.16744,-81.13593,a1,NA,Oli,FO,NA,core depth limited by length of corer
Noe_et_al_2013,S4B,32.16726,-81.13611,a1,NA,Oli,FO,NA,core depth limited by length of corer
Noe_et_al_2013,S4C,32.16713,-81.13591,a1,NA,Oli,FO,NA,core depth limited by length of corer
Noe_et_al_2013,W1AL,33.55509,-79.08983,a1,NA,Fre,FO,Hummock,core depth limited by length of corer
Noe_et_al_2013,W1AU,33.55547,-79.08958,a1,NA,Fre,FO,Hummock,core depth limited by length of corer
Noe_et_al_2013,W1BL,33.55547,-79.08958,a1,NA,Fre,FO,Hollow,core depth limited by length of corer
Noe_et_al_2013,W1BU,33.5547,-79.08993,a1,NA,Fre,FO,Hummock,core depth limited by length of corer
Noe_et_al_2013,W1CL,33.5547,-79.08993,a1,NA,Fre,FO,Hollow,core depth limited by length of corer
Noe_et_al_2013,W1CU,33.55509,-79.08983,a1,NA,Fre,FO,Hollow,core depth limited by length of corer
Noe_et_al_2013,W2A,33.42238,-79.20777,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,W2B,33.42248,-79.20755,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,W2C,33.42265,-79.2072,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,W3A,33.33987,-79.34209,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,W3B,33.34003,-79.3419,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,W3C,33.34006,-79.34179,a1,NA,Fre,FO,NA,core depth limited by length of corer
Noe_et_al_2013,W4A,33.34976,-79.34457,a1,NA,Oli,FO,NA,core depth limited by length of corer
Noe_et_al_2013,W4B,33.34992,-79.34467,a1,NA,Oli,FO,NA,core depth limited by length of corer
Noe_et_al_2013,W4C,33.34984,-79.34427,a1,NA,Oli,FO,NA,core depth limited by length of corer
Craft_2007,Altamaha_River_Site_7_Levee,31.341,-81.48,c2,NA,Bra Fre,EM,Levee,core depth limited by length of corer
Craft_2007,Altamaha_River_Site_7_Plain,31.341,-81.48,c2,NA,Bra Fre,EM,Plain,core depth limited by length of corer
Craft_2007,Altamaha_River_Site_8_Levee,31.322,-81.417,c2,NA,Bra,EM,Levee,core depth limited by length of corer
Craft_2007,Altamaha_River_Site_8_Plain,31.322,-81.417,c2,NA,Bra,EM,Plain,core depth limited by length of corer
Craft_2007,Altamaha_River_Site_9_Levee,31.332,-81.309,c2,NA,Bra,EM,Levee,core depth limited by length of corer
Craft_2007,Altamaha_River_Site_9_Plain,31.332,-81.309,c2,NA,Bra,EM,Plain,core depth limited by length of corer
Craft_2007,Doboy_Sound_Site_4_Levee,31.446,-81.374,c2,NA,Sal,EM,Levee,core depth limited by length of corer
Craft_2007,Doboy_Sound_Site_4_Plain,31.446,-81.374,c2,NA,Sal,EM,Plain,core depth limited by length of corer
Craft_2007,Doboy_Sound_Site_5_Levee,31.415,-81.343,c2,NA,Sal,EM,Levee,core depth limited by length of corer
Craft_2007,Doboy_Sound_Site_5_Plain,31.415,-81.343,c2,NA,Sal,EM,Plain,core depth limited by length of corer
Craft_2007,Doboy_Sound_Site_6_Levee,31.388798,-81.276774,c2,NA,Sal,EM,Levee,core depth limited by length of corer
Craft_2007,Doboy_Sound_Site_6_Plain,31.388798,-81.276774,c2,NA,Sal,EM,Plain,core depth limited by length of corer
Craft_2007,Sapelo_River_Site_1_Levee,31.539,-81.42,c2,NA,Sal,EM,Levee,core depth limited by length of corer
Craft_2007,Sapelo_River_Site_1_Plain,31.539,-81.42,c2,NA,Sal,EM,Plain,core depth limited by length of corer
Craft_2007,Sapelo_River_Site_2_Levee,31.55,-81.306,c2,NA,Sal,EM,Levee,core depth limited by length of corer
Craft_2007,Sapelo_River_Site_2_Plain,31.55,-81.306,c2,NA,Sal,EM,Plain,core depth limited by length of corer
Craft_2007,Sapelo_River_Site_3_Levee,31.516,-81.232,c2,NA,Sal,EM,Levee,core depth limited by length of corer
Craft_2007,Sapelo_River_Site_3_Plain,31.516,-81.232,c2,NA,Sal,EM,Plain,core depth limited by length of corer
CRMS_Database,CRMS0658_1,30.056711,-93.604326,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0658_2,30.056711,-93.604326,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0658_3,30.056711,-93.604326,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0697_1,30.06418,-93.666988,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0697_2,30.06418,-93.666988,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0697_3,30.06418,-93.666988,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0581_1,29.66477,-92.729306,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0581_2,29.66477,-92.729306,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0581_3,29.66477,-92.729306,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0584_1,29.795418,-92.854309,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0584_2,29.795418,-92.854309,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0584_3,29.795418,-92.854309,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0587_1,29.79542,-92.91681,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0587_2,29.79542,-92.91681,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0587_3,29.79542,-92.91681,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0588_1,29.773641,-92.823057,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0588_2,29.773641,-92.823057,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0588_3,29.773641,-92.823057,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0589_1,29.664771,-92.823058,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0589_2,29.664771,-92.823058,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0589_3,29.664771,-92.823058,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0599_1,29.606705,-92.666806,a2,NA,Mes,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0599_2,29.606705,-92.666806,a2,NA,Mes,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0599_3,29.606705,-92.666806,a2,NA,Mes,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0608_1,29.672031,-92.666805,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0608_2,29.672031,-92.666805,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0608_3,29.672031,-92.666805,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0610_1,29.606704,-92.635555,a2,NA,Mes,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0610_2,29.606704,-92.635555,a2,NA,Mes,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0610_3,29.606704,-92.635555,a2,NA,Mes,NA,NA,core depth limited by length of corer
CRMS_Database,CRMS0614_1,29.737355,-92.885559,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0614_2,29.737355,-92.885559,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0614_3,29.737355,-92.885559,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0615_1,29.679287,-92.823058,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0615_2,29.679287,-92.823058,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0615_3,29.679287,-92.823058,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0622_1,29.809934,-92.979312,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0622_2,29.809934,-92.979312,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0622_3,29.809934,-92.979312,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0635_1,29.918808,-93.479321,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0635_2,29.918808,-93.479321,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0635_3,29.918808,-93.479321,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0638_1,29.868002,-93.510571,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0638_2,29.868002,-93.510571,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0638_3,29.868002,-93.510571,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0639_1,29.889774,-93.479321,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0639_2,29.889774,-93.479321,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0639_3,29.889774,-93.479321,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0641_1,29.897032,-93.510572,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0641_2,29.897032,-93.510572,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0641_3,29.897032,-93.510572,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0642_1,29.868002,-93.479321,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0642_2,29.868002,-93.479321,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0642_3,29.868002,-93.479321,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0644_1,29.831711,-93.291817,a2,NA,Oli,EM,NA,core depth limited by length of corer
CRMS_Database,CRMS0644_2,29.831711,-93.291817,a2,NA,Oli,EM,NA,core depth limited by length of corer
